,class
79273,normal
125852,normal
94223,anomaly
113824,normal
27345,normal
7564,normal
115608,anomaly
15317,anomaly
54620,normal
44547,normal
6640,anomaly
94071,normal
56846,anomaly
40998,anomaly
78187,anomaly
23510,anomaly
20662,normal
97241,anomaly
2983,anomaly
95402,normal
82050,normal
78945,anomaly
57132,normal
96443,normal
35435,normal
121826,normal
52375,normal
74910,normal
89613,normal
87312,normal
66150,normal
118249,anomaly
17850,normal
37265,anomaly
19426,normal
25510,anomaly
51571,anomaly
54237,normal
36062,anomaly
6737,anomaly
99804,anomaly
94934,anomaly
41786,normal
83441,normal
73543,anomaly
80559,normal
11122,anomaly
69768,anomaly
24070,normal
8820,anomaly
37198,anomaly
44813,anomaly
82310,anomaly
94457,normal
19541,normal
56276,anomaly
87833,anomaly
12182,anomaly
106896,normal
70342,normal
29711,normal
37641,normal
27935,normal
122926,normal
112153,normal
122732,anomaly
90600,normal
118681,normal
77454,normal
120075,normal
62552,anomaly
55761,normal
15896,normal
70855,anomaly
125730,anomaly
105423,normal
67957,anomaly
54756,normal
1750,anomaly
11344,normal
51860,anomaly
12254,anomaly
71431,anomaly
338,anomaly
90327,anomaly
44623,normal
1341,normal
20491,normal
57134,normal
94006,normal
36408,normal
49481,normal
21520,anomaly
35772,normal
6960,anomaly
69626,normal
114618,normal
91748,anomaly
51474,normal
23051,anomaly
88929,anomaly
20581,normal
85469,anomaly
75186,anomaly
106667,normal
86123,anomaly
34020,normal
28145,normal
45186,anomaly
24354,anomaly
13350,normal
124394,anomaly
55337,anomaly
83559,normal
74666,normal
60,normal
34008,anomaly
54912,anomaly
37904,anomaly
35111,normal
15048,anomaly
100424,normal
1524,anomaly
105921,normal
32921,anomaly
47304,anomaly
66017,anomaly
38890,normal
45420,normal
24058,normal
121789,anomaly
12112,anomaly
15850,anomaly
31987,normal
67298,anomaly
114130,normal
113811,anomaly
74478,normal
106019,anomaly
59129,anomaly
21792,normal
89399,normal
120900,normal
94613,normal
4853,normal
68247,normal
23150,normal
53302,normal
28769,normal
116021,anomaly
124130,normal
96999,anomaly
11046,anomaly
24762,anomaly
91248,anomaly
72355,normal
89599,normal
120103,anomaly
53002,normal
57492,normal
53276,anomaly
78617,normal
87410,normal
11555,anomaly
21172,normal
19250,normal
61120,normal
116074,anomaly
38709,anomaly
101371,normal
86145,normal
36397,anomaly
117369,normal
29373,normal
89563,normal
101332,normal
35737,anomaly
11664,anomaly
59052,normal
93065,anomaly
74182,normal
47924,normal
120824,anomaly
46828,normal
96523,normal
123489,normal
4263,anomaly
29402,anomaly
82565,normal
81182,normal
106296,normal
51226,normal
61396,normal
16725,normal
40809,normal
48756,normal
1622,anomaly
78411,normal
121829,normal
97432,normal
22180,normal
39952,normal
26657,normal
31653,normal
57384,normal
38243,normal
92201,anomaly
61268,anomaly
97425,anomaly
56133,anomaly
81994,anomaly
74532,normal
76908,normal
106937,anomaly
55961,anomaly
116739,normal
51693,normal
17685,anomaly
55029,normal
23752,anomaly
60774,normal
99608,anomaly
106732,anomaly
102337,anomaly
35367,normal
78344,anomaly
2573,normal
27856,anomaly
35954,anomaly
28529,anomaly
51920,anomaly
37599,normal
86143,anomaly
114390,normal
90093,normal
67642,normal
19063,anomaly
48285,normal
45648,anomaly
29975,anomaly
17771,anomaly
109397,anomaly
120307,anomaly
120674,normal
7083,anomaly
62516,normal
111496,normal
63197,normal
1279,anomaly
78757,normal
33572,normal
14596,anomaly
116243,anomaly
119179,normal
76918,normal
102870,anomaly
94914,normal
125470,normal
15358,normal
103145,normal
85514,anomaly
87955,anomaly
23236,anomaly
42880,normal
8705,anomaly
118865,normal
31419,anomaly
50460,normal
13859,anomaly
41874,normal
36220,normal
20079,anomaly
53394,normal
60500,anomaly
2198,normal
16032,normal
123654,normal
4425,normal
6150,anomaly
47057,normal
17327,anomaly
66358,normal
113374,normal
86925,normal
121300,anomaly
106660,normal
54771,anomaly
119235,anomaly
12175,normal
84458,normal
113453,anomaly
60535,normal
75039,anomaly
31821,anomaly
87127,anomaly
125218,normal
73506,anomaly
64929,normal
79111,anomaly
101358,normal
85595,normal
24160,normal
39986,anomaly
72258,anomaly
68836,anomaly
85230,normal
31480,anomaly
56373,normal
74055,anomaly
114684,normal
63230,anomaly
76218,anomaly
30678,anomaly
112599,normal
55106,anomaly
76534,anomaly
110904,anomaly
115520,normal
109575,anomaly
81244,normal
85382,normal
26399,normal
105947,anomaly
81974,anomaly
112726,normal
52603,normal
120993,normal
75629,normal
99785,normal
103177,anomaly
78623,normal
48770,normal
40806,anomaly
12342,normal
52487,normal
55168,anomaly
65155,normal
119614,anomaly
25522,normal
38565,anomaly
11485,anomaly
26737,normal
38000,normal
119771,anomaly
6645,normal
28865,anomaly
48302,anomaly
38258,normal
64077,normal
33536,normal
18449,normal
89106,anomaly
93607,anomaly
72847,normal
90397,anomaly
42460,normal
86444,normal
27952,anomaly
59676,anomaly
2717,normal
2079,anomaly
93501,normal
58066,normal
33719,normal
24442,anomaly
2482,anomaly
92374,normal
41949,anomaly
1759,normal
75520,anomaly
20806,anomaly
121392,normal
62823,anomaly
75452,normal
21566,normal
96731,normal
24917,normal
52853,anomaly
102547,normal
49840,anomaly
19816,anomaly
46163,anomaly
70480,normal
115654,normal
27696,normal
103892,normal
16241,anomaly
10395,normal
19097,anomaly
4757,anomaly
94270,anomaly
37148,normal
121008,normal
46240,normal
87895,anomaly
19956,anomaly
45765,anomaly
70835,normal
67526,normal
110616,anomaly
111255,normal
115893,anomaly
79026,anomaly
70507,normal
41914,anomaly
111530,normal
6783,normal
36368,normal
121178,anomaly
57761,normal
8666,anomaly
8070,anomaly
8577,normal
73509,anomaly
108618,anomaly
99929,anomaly
49688,normal
63731,anomaly
25150,normal
40738,anomaly
13224,normal
97945,anomaly
102516,normal
39224,normal
118195,anomaly
57545,normal
97416,anomaly
75060,anomaly
56264,anomaly
11694,normal
68244,normal
63374,anomaly
119719,anomaly
39282,anomaly
37430,normal
53173,anomaly
100158,anomaly
101376,normal
19256,anomaly
117718,normal
124085,normal
47523,anomaly
1645,anomaly
101721,anomaly
36244,anomaly
22116,anomaly
76589,anomaly
34560,normal
13718,normal
47882,normal
3797,normal
68904,normal
44327,normal
105500,normal
86066,normal
119797,anomaly
55176,anomaly
109945,normal
65310,normal
107099,normal
27632,anomaly
124873,anomaly
126,normal
104263,anomaly
53028,anomaly
60279,normal
64644,anomaly
111939,normal
80879,normal
37219,normal
39915,anomaly
85451,normal
27306,anomaly
99131,normal
91751,normal
56942,anomaly
15328,anomaly
17368,normal
109777,normal
73319,anomaly
75916,anomaly
75993,anomaly
2443,anomaly
90474,anomaly
76077,normal
115033,normal
814,normal
55318,anomaly
12999,anomaly
109701,normal
76325,anomaly
109415,anomaly
14153,normal
77834,anomaly
71315,normal
100420,anomaly
99097,anomaly
75683,normal
39666,normal
100978,normal
16478,normal
114074,normal
20609,normal
3756,anomaly
101195,anomaly
84291,anomaly
14382,normal
64772,normal
20103,anomaly
101532,normal
40631,anomaly
64435,anomaly
71895,normal
71907,anomaly
29486,normal
23710,normal
55180,normal
46197,anomaly
43872,normal
116553,normal
112250,normal
102916,anomaly
32265,anomaly
59201,normal
19029,normal
67779,normal
103677,anomaly
2336,anomaly
82870,normal
32154,anomaly
64484,normal
44028,normal
66656,normal
97720,anomaly
10789,normal
51356,normal
98723,normal
922,normal
9446,anomaly
25053,normal
59379,anomaly
5408,anomaly
71324,anomaly
120430,anomaly
80910,normal
56819,anomaly
87487,anomaly
96809,normal
24519,normal
83122,normal
96646,normal
92738,normal
54917,anomaly
41157,anomaly
67506,anomaly
11302,normal
4018,normal
92263,anomaly
36455,normal
18381,normal
118721,normal
45558,normal
11246,normal
34016,normal
67728,normal
19096,anomaly
9184,normal
18574,normal
102974,anomaly
87062,normal
71520,normal
72101,anomaly
73340,normal
11954,normal
39711,anomaly
93709,anomaly
29287,anomaly
75046,anomaly
59207,anomaly
43303,anomaly
84056,normal
82985,normal
14060,normal
16984,normal
20611,normal
105881,normal
77,normal
23930,normal
19282,anomaly
15524,normal
86740,normal
124194,normal
88861,normal
30523,anomaly
121101,normal
58596,anomaly
41832,normal
8007,anomaly
87388,anomaly
5951,anomaly
43925,anomaly
36159,normal
5415,anomaly
117248,normal
124450,normal
73698,normal
84555,normal
65441,normal
70792,normal
101834,anomaly
8567,normal
67444,anomaly
42929,anomaly
235,anomaly
12219,normal
96573,anomaly
83524,anomaly
106288,normal
42078,anomaly
93789,normal
36258,anomaly
26614,anomaly
97829,normal
79767,anomaly
93070,normal
116682,anomaly
117512,anomaly
19216,anomaly
108872,anomaly
63076,anomaly
1342,normal
8512,normal
34387,anomaly
5287,normal
116748,normal
39809,normal
2219,normal
9865,normal
87958,anomaly
82180,normal
124993,anomaly
59383,normal
111281,anomaly
123781,anomaly
20128,anomaly
47362,anomaly
116714,normal
105292,normal
32254,anomaly
20618,normal
1917,normal
1828,normal
42533,normal
110911,normal
78477,normal
104537,anomaly
67584,anomaly
104587,normal
36976,normal
45587,anomaly
49376,normal
58067,anomaly
91922,anomaly
64323,anomaly
42101,normal
30105,normal
6469,normal
97579,normal
88236,normal
46514,anomaly
113689,normal
79239,normal
10954,normal
846,anomaly
53441,normal
103864,normal
13234,normal
112613,normal
84471,normal
112221,anomaly
117,normal
107141,anomaly
87886,normal
122883,normal
28746,anomaly
79579,anomaly
41427,normal
122177,anomaly
16389,anomaly
38110,anomaly
9111,normal
76323,normal
4324,anomaly
115751,anomaly
100894,normal
24818,anomaly
13046,normal
124040,normal
27446,normal
85655,anomaly
13918,anomaly
76125,normal
118205,normal
56138,normal
77149,normal
27139,normal
72303,normal
71158,anomaly
1605,anomaly
116421,normal
92436,normal
27285,normal
116148,normal
58656,normal
28024,normal
3812,anomaly
112581,normal
17260,normal
76090,anomaly
75703,anomaly
34529,anomaly
48447,anomaly
54553,normal
84659,normal
62981,anomaly
60004,anomaly
100776,anomaly
81449,normal
72274,anomaly
23275,anomaly
81264,anomaly
77735,normal
73479,normal
12910,normal
79905,normal
26069,anomaly
118894,anomaly
6371,normal
26734,anomaly
124049,normal
82152,anomaly
73794,anomaly
7561,anomaly
108099,anomaly
6168,anomaly
109779,anomaly
3596,normal
104592,anomaly
4632,normal
47915,normal
114813,anomaly
56793,anomaly
6229,anomaly
95462,normal
50448,normal
116664,anomaly
125163,anomaly
90825,normal
10267,normal
111076,normal
38518,anomaly
73688,normal
46271,anomaly
35854,normal
34674,normal
105186,anomaly
88869,normal
105977,anomaly
118033,anomaly
106476,anomaly
67067,anomaly
38638,normal
55658,normal
84717,normal
82838,anomaly
18030,anomaly
5122,normal
5126,anomaly
111927,anomaly
15034,anomaly
4621,normal
105113,normal
16748,normal
114049,anomaly
44247,normal
67661,normal
73686,anomaly
28699,normal
8717,normal
111317,normal
55,normal
82558,normal
302,anomaly
87731,normal
50428,anomaly
79714,normal
59399,anomaly
79104,anomaly
64291,normal
95257,anomaly
4432,normal
52796,normal
118831,normal
19262,anomaly
110698,normal
55645,normal
10478,anomaly
43221,anomaly
5240,anomaly
22574,normal
10488,anomaly
23321,normal
23624,normal
81818,anomaly
112428,normal
91865,anomaly
108464,normal
51745,anomaly
93229,normal
18777,anomaly
16907,anomaly
104680,anomaly
39749,normal
79252,anomaly
23061,anomaly
36668,anomaly
103081,anomaly
111195,normal
87505,anomaly
87044,anomaly
57108,normal
23954,normal
11314,normal
121465,normal
28732,anomaly
75697,normal
115359,anomaly
69724,normal
33434,normal
101570,normal
83807,normal
41240,anomaly
108215,anomaly
110951,normal
58243,normal
24071,normal
22415,normal
11637,normal
6090,anomaly
71774,normal
80719,normal
105654,normal
24214,anomaly
17144,normal
6254,normal
116594,normal
45002,anomaly
12015,anomaly
36586,normal
104573,normal
69836,normal
5569,normal
14388,anomaly
73477,anomaly
92705,normal
102468,normal
55123,normal
19963,normal
117520,anomaly
87369,normal
85392,normal
55479,anomaly
114825,anomaly
39811,normal
103196,anomaly
116868,anomaly
43088,normal
122418,anomaly
52329,normal
70390,anomaly
70173,anomaly
119803,normal
42318,anomaly
97239,anomaly
56800,anomaly
53413,normal
94456,normal
83251,normal
75745,anomaly
61886,anomaly
23386,normal
25934,normal
6941,anomaly
73553,anomaly
55393,normal
107825,normal
6949,normal
105185,anomaly
78587,anomaly
65215,anomaly
81317,normal
59494,normal
53682,normal
92234,normal
37441,normal
77709,normal
39764,anomaly
1252,normal
44238,anomaly
15254,normal
19758,normal
19198,anomaly
53871,anomaly
88464,anomaly
42808,normal
37626,normal
24285,anomaly
106884,normal
73963,normal
115765,normal
42944,normal
37131,anomaly
32049,anomaly
94074,anomaly
49922,normal
43125,anomaly
61877,anomaly
58017,normal
114937,normal
14489,normal
124454,anomaly
7239,anomaly
112734,anomaly
36187,anomaly
92193,normal
108319,normal
125360,anomaly
37744,normal
70080,normal
21949,anomaly
57091,anomaly
17100,anomaly
53932,normal
45106,anomaly
34816,anomaly
38765,anomaly
121288,anomaly
56397,anomaly
113748,normal
13456,normal
53330,normal
32201,anomaly
4809,anomaly
10916,anomaly
69172,anomaly
23524,normal
23574,normal
50612,normal
80642,normal
104293,normal
9860,anomaly
98142,normal
60100,anomaly
18384,normal
12763,normal
29189,normal
47926,anomaly
40943,anomaly
404,anomaly
384,anomaly
8702,normal
105570,normal
75880,normal
18017,normal
20384,anomaly
46540,normal
86704,normal
72474,normal
6970,anomaly
20309,normal
62680,anomaly
4158,normal
23833,anomaly
62292,normal
112816,anomaly
111854,anomaly
8415,anomaly
100497,normal
27712,anomaly
61813,anomaly
124704,normal
1015,anomaly
37892,normal
95084,normal
56570,anomaly
23793,normal
58141,normal
84791,anomaly
65545,anomaly
75672,anomaly
50990,normal
70340,normal
49407,anomaly
56178,anomaly
5713,normal
45445,normal
118012,anomaly
122402,anomaly
34349,anomaly
27532,anomaly
82844,normal
97007,normal
35547,anomaly
57043,normal
55284,normal
78752,anomaly
38088,normal
105616,anomaly
121790,anomaly
47605,normal
104346,normal
20159,anomaly
4835,normal
103268,normal
27355,normal
33307,anomaly
31921,normal
105787,anomaly
84665,anomaly
102023,normal
61529,normal
121507,normal
46427,normal
9337,normal
29703,anomaly
119156,anomaly
66203,anomaly
23959,normal
90469,anomaly
21447,anomaly
11023,normal
10975,normal
99657,anomaly
78859,anomaly
7114,anomaly
24504,normal
41430,normal
19087,anomaly
68866,normal
106357,anomaly
110133,normal
107892,anomaly
52736,normal
52638,anomaly
38413,normal
52528,normal
17640,normal
71726,anomaly
114065,anomaly
110008,normal
13843,normal
30354,anomaly
91362,normal
21732,normal
76539,normal
61642,anomaly
93396,normal
93045,normal
20559,anomaly
103214,anomaly
34620,normal
22700,normal
111276,anomaly
36395,normal
67641,normal
114821,anomaly
111732,normal
103333,anomaly
82848,anomaly
33591,anomaly
23960,anomaly
28016,normal
99835,anomaly
99518,anomaly
66040,normal
61629,anomaly
80219,normal
108492,normal
39298,anomaly
52224,normal
42918,normal
42344,anomaly
25470,anomaly
13116,anomaly
57799,anomaly
55771,anomaly
30355,normal
123961,normal
3709,anomaly
125337,anomaly
86769,normal
4748,anomaly
86188,normal
44482,normal
15485,anomaly
94246,anomaly
93714,normal
55129,anomaly
25289,anomaly
118874,normal
26790,normal
103605,normal
117611,anomaly
72124,anomaly
34578,normal
19870,anomaly
89339,normal
35909,normal
124707,anomaly
91267,anomaly
1324,anomaly
37080,anomaly
40262,anomaly
57854,anomaly
91792,normal
106995,anomaly
83285,anomaly
26432,anomaly
42348,anomaly
13807,normal
28295,anomaly
26962,anomaly
54693,normal
88092,normal
83460,normal
124097,normal
19065,normal
88858,normal
93105,anomaly
62856,normal
39081,anomaly
50343,normal
46732,normal
21677,anomaly
1542,anomaly
44261,anomaly
77052,normal
72592,anomaly
100843,normal
82873,normal
23625,anomaly
48136,normal
72267,anomaly
103150,anomaly
6801,normal
89930,anomaly
102634,normal
74460,anomaly
38102,anomaly
23714,anomaly
9348,anomaly
103033,anomaly
88461,normal
11174,normal
21689,anomaly
21545,anomaly
89780,anomaly
84076,normal
1062,anomaly
27192,normal
66703,normal
60566,anomaly
118324,anomaly
105955,anomaly
87508,anomaly
11130,normal
97203,anomaly
89112,anomaly
102795,normal
121954,anomaly
86900,normal
8335,normal
5486,normal
60921,normal
54098,normal
32307,normal
64895,anomaly
51934,normal
82637,normal
59163,anomaly
35270,anomaly
69896,anomaly
36939,anomaly
24466,normal
72936,normal
63932,normal
16779,anomaly
79459,normal
47280,normal
39954,anomaly
66234,anomaly
119180,anomaly
50517,normal
728,normal
46959,normal
41555,anomaly
14397,anomaly
110448,normal
111888,normal
55069,normal
21352,normal
68450,normal
112856,anomaly
43286,normal
71180,normal
20150,normal
36208,normal
44811,normal
61476,anomaly
32479,normal
7357,anomaly
88726,normal
59031,anomaly
34911,normal
65510,anomaly
70640,normal
37841,anomaly
17955,normal
85999,normal
83042,normal
114352,normal
117474,normal
47295,normal
35735,anomaly
18888,normal
38756,anomaly
44425,normal
123555,anomaly
92920,anomaly
89084,normal
60692,anomaly
33496,normal
105891,normal
7543,normal
412,normal
11338,anomaly
26092,normal
38513,normal
89588,normal
82745,normal
3267,anomaly
20358,normal
107112,anomaly
57458,anomaly
65953,anomaly
76797,anomaly
75353,anomaly
15305,normal
114585,normal
88668,normal
25351,anomaly
94297,normal
93008,anomaly
27350,normal
100386,normal
123633,anomaly
92658,anomaly
97532,normal
12161,anomaly
3373,normal
38494,anomaly
86027,normal
108940,anomaly
20764,anomaly
89643,normal
82986,anomaly
69449,normal
111783,normal
38304,anomaly
97856,normal
106306,anomaly
103691,anomaly
120420,anomaly
93610,anomaly
101042,normal
70588,normal
4000,anomaly
91680,anomaly
35195,normal
11938,normal
72369,normal
